sku,name,customerReviewAverage,customerReviewCount,customerTopRated,manufacturer,class,condition
6636904,"Lenovo - T14 G2 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Black",3.0,1.0,False,Lenovo,SO LAPTOPS,Refurbished
6636905,"HP - EliteBook 840 G7 14"" Refurbished Laptop - Intel 10th Gen Core i5 with 32GB Memory - Intel UHD Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6636906,"HP - EliteBook 850 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6636931,"HP - OmniBook X - Copilot+ PC - 17.3"" Full HD Touch-Screen Laptop - Intel Core Ultra 9 - 32GB Memory - 2TB SSD - Glacier Silver",4.8,51.0,True,HP,BLUE LABEL,New
6637409,"HP - 15.6"" Laptop - Intel Core i3 - 8GB Memory - 128GB UFS - Natural Silver",4.7,196.0,True,HP,BURST,New
6637503,"HP - 15.6"" Full HD Touch-Screen Laptop - Intel Core i5 - 16GB Memory - 512GB SSD - Natural Silver",4.8,27.0,True,HP,BURST,New
6637506,"HP - 15.6"" Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Natural Silver",,,,HP,BURST,New
6637780,"GIGABYTE - AERO X16- Copilot+ PC - 16"" 165Hz 2560x1600 WQXGA AMD Ryzen AI 7 350 - 1TB SSD - 32GB DDR5 RAM NVIDIA GeForce RTX 5070 - Lunar White",,,,GIGABYTE,GAMING LAPTOPS,New
6638817,"HP - EliteBook 840 G6 14"" Refurbished Laptop - Intel 8th Gen Core i5 with 32GB Memory - Intel UHD Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6638818,"HP - ZBook Firefly 15 G7 15.6"" Refurbished Laptop - Intel Core i7 with 32GB RAM - Nvidia Quadro P520 4GB - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6638906,"ASUS - Vivobook 16 16"" FHD+ Laptop - Copilot+ PC - AMD Ryzen AI 5 330 with 16GB Memory - 512GB SSD - Quiet Blue",,,,ASUS,BURST,New
6638907,"ASUS - Vivobook 14 14"" FHD+ Laptop - Copilot+ PC - Snapdragon X with 16GB Memory - 512GB SSD - Quiet Blue",,,,ASUS,BURST,New
6638909,"ASUS - Vivobook 14 14"" FHD Laptop - Intel Core 5 120U with 8GB Memory - 256GB SSD - Quiet Blue",,,,ASUS,BURST,New
6638910,"ASUS - Vivobook 14 14"" FHD Laptop - Intel Core i3-1315U with 8GB Memory - 128GB SSD - Quiet Blue",,,,ASUS,BURST,New
6638992,"HP - EliteBook Ultra G1i 14"" IPS OLED 2880 x 1800 (2.8K) Touch Screen Laptop -Intel Core Ultra 7 with 32GB Memory - 512GB SDD - Atmosphere Blue, Blue",,,,HP,SO LAPTOPS,New
6638993,"HP - EliteBook X G1a 14"" IPS OLED 2880 x 1800 (2.8K) Touch Screen Laptop - AMD Ryzen AI 7 PRO with 64GB Memory - 1 TB SSD - Glacier Silver, Silver",,,,HP,SO LAPTOPS,New
6638994,"HP - EliteBook Ultra G1i 14"" IPS OLED 2880 x 1800 (2.8K) Touch Screen Laptop -Intel Core Ultra 5 with 32GB Memory -512GB SDD - Atmosphere Blue, Blue",,,,HP,SO LAPTOPS,New
6639031,"Dell - Pro Max 14"" LCD 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 7 with 32GB Memory - 512 GB SSD - Black",,,,Dell,SO LAPTOPS,New
6639086,"HP - OmniBook 3 - Copilot+ PC - 15.6"" Full HD Touch-Screen Laptop - AMD Ryzen 5 AI 5 330 - 16GB Memory - 512GB SSD - Glacier Silver",4.5,31.0,True,HP,BURST,New
6639090,"Acer - Chromebook Plus Spin 514 -14"" WUXGA Touch Laptop with Google AI- MediaTek Kompanio Ultra-12GB RAM- UFS 256GB - Wi-Fi 7 - Platinum Silver",4.5,8.0,False,Acer,CHROME,New
6639112,"Dell - Pro 14 Plus 14"" IPS LCD 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD - Aluminum, Gray",,,,Dell,SO LAPTOPS,New
6640893,"HP - OmniBook 5 - Copilot+ PC - 16"" 2K OLED Touch-Screen Laptop - Snapdragon X Plus - 16GB Memory - 1TB SSD - Glacier Silver",4.9,9.0,False,HP,BLUE LABEL,New
6640898,"Lenovo - Chromebook Plus 2-in-1 14"" Full HD Touchscreen Laptop - Intel Core 3 Processor N355 - 8GB Memory - 128GB UFS - Cosmic Blue",,,,Lenovo,CHROME,New
6641737,"Dell - Pro 14 Plus 14"" IPS 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 5 with 16GB Memory - 256 GB SSD - Silver",,,,Dell,SO LAPTOPS,New
6641741,"Dell - Pro 14 Plus 14"" IPS 1920 x 1200 (Full HD Plus) Laptop - AMD Ryzen 5 PRO with 16GB Memory - 512 GB SSD - Magnetite, Other",,,,Dell,SO LAPTOPS,New
6641897,"HP - ZBook 16"" Laptop - Intel Core Ultra 9 285H with 64GB Memory - 1TB SSD - Meteor Silver",,,,HP,SO LAPTOPS,New
6642209,"Dell - DC15255 - 15.6"" 2K Laptop - AMD Ryzen 7 7730U 2023 - 16GB Memory - 1TB Storage - Carbon Black",,,,Dell,BURST,New
6642210,"Dell - DC15250 - 15.6"" 2K Touchscreen Laptop - Intel Core i7 1355U 2023 - 16GB Memory - 1TB Storage - Carbon Black",4.9,14.0,False,Dell,BURST,New
6642211,"Dell - DC15250 - 15.6"" 2K Touchscreen Laptop - Intel Core i5 1334U 2023 - 8GB Memory - 512GB Storage - Carbon Black",,,,Dell,BURST,New
6642532,"MSI - Summit 2-in-1 13.4"" Touchscreen Laptop - Intel Core i7 1360P with 16GB Memory - 1TB SSD - Ink Black",,,,MSI,SO LAPTOPS,New
6642542,"MSI - Creator M14 A13V 14"" IPS 2880 x 1800 (2.8K) Laptop - Intel Core i7 with 32GB Memory - 2 TB SSD - Lunar Gray, Gray",,,,MSI,SO LAPTOPS,New
6642936,"ASUS - ProArt P16 16"" 3K 120Hz OLED Touch Screen Laptop - Copilot+ PC - AMD Ryzen AI 9 HX 370 - 32GB RAM - RTX 5070 - 2TB SSD - Nano Black",,,,ASUS,BLUE LABEL,New
6643044,"ASUS - Chromebook Vibe CX34 Flip 14"" FHD Touch Chromebook Laptop - Intel Core i5 with 8GB Memory - 256GB SSD - Pearl White",,,,ASUS,SO LAPTOPS,New
6643159,"Dell - Pro 14 14"" IPS LCD 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD - Platinum, Gray",,,,Dell,SO LAPTOPS,New
6643388,"HP - EliteBook 850 G7 15.6"" Refurbished Touch-Screen Laptop - Intel Core i7 with 16GB Memory - Intel UHD Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6643389,"HP - EliteBook 845 G8 14"" Refurbished Laptop - AMD Ryzen 5 Pro 5650U with 32GB Memory - AMD Radeon Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6643390,"Dell - Precision 3561 15.6"" Refurbished Touch-Screen Laptop - Intel 11th Gen Core i5 with 32GB Memory - NVIDIA T600 - 1TB SSD - Gray",,,,Dell,SO LAPTOPS,Refurbished
6643392,"HP - EliteBook 850 G7 15.6"" Refurbished Touch-Screen Laptop - Intel Core i7 with 32GB Memory - Intel UHD Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6643393,"HP - EliteBook 845 G8 14"" Refurbished Laptop - AMD Ryzen 5 Pro 5650U with 16GB Memory - AMD Radeon Graphics - 256GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6643394,"Dell - Precision 3560 15.6"" Refurbished Laptop - Intel 11th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Gray",2.0,1.0,False,Dell,SO LAPTOPS,Refurbished
6643396,"HP - EliteBook 845 G7 14"" Refurbished Laptop - AMD Ryzen 5 Pro 4650U with 32GB Memory - AMD Radeon Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6643399,"Dell - Precision 3561 15.6"" Refurbished Laptop - Intel 11th Gen Core i5 with 32GB Memory - NVIDIA T600 - 512 SSD - Gray",,,,Dell,SO LAPTOPS,Refurbished
6643647,"ASUS - Vivobook 18 18"" WUXGA Laptop - AMD Ryzen 7 260 with 16GB RAM - 512GB SSD - Quiet Blue",,,,ASUS,SO LAPTOPS,New
6643648,"ASUS - V16 16"" FHD+ 144Hz Gaming Laptop - Intel Core 7 240H with 16GB Memory - NVIDIA RTX 5060 - 512GB SSD - Matte Black",,,,ASUS,SO LAPTOPS,New
6643650,"ASUS - Chromebook CM14 Flip 14"" Touch Laptop - Mediatek Kompanio 520 with 8GB Memory - 64GB eMMC - Gravity Grey",,,,ASUS,SO LAPTOPS,New
6643653,"ASUS - V16 16"" FHD+ 144Hz Gaming Laptop - Intel Core 7 240H with 16GB Memory - NVIDIA RTX 5060 - 1TB SSD - Matte Black",,,,ASUS,SO LAPTOPS,New
6643654,"MSI - Creator A16 AI+ - Copilot+PC - 16"" 240Hz Gaming Laptop QHD+ - AMD R7-350 with 32GB Memory - GeForce RTX 4060 - 1TBSSD - Lunar Gray",,,,MSI,SO LAPTOPS,New
6643754,"Dell - Inspiron - 14"" 2K 2-in-1 Touchscreen Laptop - AMD Ryzen 5 8640HS 2023 - 16GB Memory - 512GB Storage - Ice Blue",,,,Dell,BLUE LABEL,New
6644925,"Lenovo - ThinkPad P16s Gen 4 16"" Laptop - AMD Ryzen AI 7 PRO with 32GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6644926,"Lenovo - ThinkPad P14s Gen 6 14"" Touch - Screen Laptop - AMD Ryzen AI 7 PRO with 32GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6644930,"Lenovo - ThinkPad P16s Gen 4 16"" Laptop - AMD Ryzen AI 7 PRO with 64GB Memory - 1TB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6644931,"Lenovo - ThinkPad T14 Gen 6 14"" Touch - Screen Laptop - AMD Ryzen AI 7 PRO with 32GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6644933,"Lenovo - ThinkPad P16s Gen 4 16"" Laptop - AMD Ryzen AI 7 PRO with 32GB Memory - 1TB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6644934,"Lenovo - ThinkPad P14s Gen 6 14"" Laptop - AMD Ryzen AI 7 350 PRO with 32GB Memory - 1TB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6644935,"Lenovo - ThinkPad P14s Gen 6 14"" Laptop - AMD Ryzen AI 7 PRO with 64GB Memory - 1TB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6645475,"HP - EliteBook 14"" Laptop - Intel Core Ultra 7 265U with 16GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6646768,"ASUS - ProArt P16 16"" 4K Touchscreen Laptop - Copilot+ PC - AMD Ryzen AI 9 HX 370 - 64GB Memory - RTX 5090 - 4TB SSD - Nano Black",,,,ASUS,SO LAPTOPS,New
6646769,"ASUS - Vivobook 16 16"" FHD+ Laptop - Copilot+ PC - AMD Ryzen AI 5 340 with 16GB Memory - 512GB SSD - Quiet Blue",,,,ASUS,SO LAPTOPS,New
6649824,"HP - ZBook 14"" Copilot+ PC Laptop - AMD Ryzen AI 9 PRO HX 375 with 32GB Memory - 1TB SSD - Meteor Silver",,,,HP,SO LAPTOPS,New
6649826,"HP - EliteBook 14"" Touchscreen Laptop - Intel Core Ultra 7 268V with 32GB Memory - 1TB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649827,"HP - EliteBook 14"" Copilot+ PC Laptop - AMD Ryzen AI 5 340 with 16GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649828,"HP - EliteBook 16"" Touchscreen Laptop - Intel Core Ultra 5 225U with 16GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649829,"HP - EliteBook 14"" Touchscreen Copilot+ PC Laptop - AMD Ryzen AI 7 350 with 32GB Memory - 512GB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649830,"HP - EliteBook 16"" Laptop - Intel Core Ultra 5 235U with 16GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649832,"HP - EliteBook 16"" Laptop - Intel Core Ultra 7 255U with 32GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649833,"HP - ZBook 14"" Laptop - Intel Core Ultra 5 225H with 16GB Memory - 512GB SSD - Meteor Silver",,,,HP,SO LAPTOPS,New
6649835,"HP - EliteBook 14"" Touchscreen Laptop - Intel Core Ultra 5 236V with 16GB Memory - 512GB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649836,"HP - EliteBook 14"" Touchscreen Laptop - Intel Core Ultra 5 226V with 16GB Memory - 512GB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649837,"HP - EliteBook 14"" Copilot+ PC Laptop - AMD Ryzen AI 7 350 with 32GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649838,"HP - EliteBook 14"" Touchscreen Copilot+ PC Laptop - AMD Ryzen AI 7 350 with 64GB Memory - 1TB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649839,"HP - EliteBook 16"" Touchscreen Copilot+ PC Laptop - AMD Ryzen AI 7 350 with 32GB Memory - 512GB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649840,"HP - EliteBook 14"" Laptop - Intel Core Ultra 5 235U with 16GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649841,"HP - ZBook 16"" Laptop - Intel Core Ultra 7 255H with 32GB Memory - 512GB SSD - Meteor Silver",,,,HP,SO LAPTOPS,New
6649842,"HP - EliteBook 14"" Touchscreen Laptop - Intel Core Ultra 5 238V with 32GB Memory - 512GB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649844,"HP - ZBook 16"" Laptop - Intel Core Ultra 5 235U with 16GB Memory - 512GB SSD - Meteor Silver",,,,HP,SO LAPTOPS,New
6649845,"HP - EliteBook 14"" Touchscreen Laptop - Intel Core Ultra 7 268V with 32GB Memory - 512GB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649846,"HP - ZBook 14"" Laptop - Intel Core Ultra 7 255H with 16GB Memory - 512GB SSD - Meteor Silver",,,,HP,SO LAPTOPS,New
6649847,"HP - EliteBook 16"" Laptop - Intel Core Ultra 7 255U with 16GB Memory - 512GB SSD - Pike Silver",,,,HP,SO LAPTOPS,New
6649848,"HP - EliteBook 16"" Touchscreen Laptop - Intel Core Ultra 5 226V with 16GB Memory - 512GB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6649849,"HP - ZBook 16"" Laptop - Intel Core Ultra 7 255H with 16GB Memory - 512GB SSD - Meteor Silver",,,,HP,SO LAPTOPS,New
6649850,"HP - EliteBook 16"" Touchscreen Laptop - Intel Core Ultra 7 268V with 32GB Memory - 1TB SSD - Glacier Silver",,,,HP,SO LAPTOPS,New
6650062,"Lenovo - ThinkPad E14 Gen 7 AI PC 14"" Touch - Screen Laptop - Ultra 5 with 16GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6650666,"Lenovo - ThinkPad E16 Gen 3 16"" Touch - Screen Laptop - Intel Ultra 5 with 16GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6650671,"Samsung - Galaxy Book5 15.6"" Laptop - Intel Ultra 5 255U - Intel Graphics with 16GB Memory - 512GB SSD - Silver",,,,Samsung,SO LAPTOPS,New
6650760,"Lenovo - ThinkPad E16 Gen 3 16"" Laptop - Intel Core 5 with 16GB Memory - 256GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6650839,Samsung - Galaxy Book5 15.6” Laptop - Intel Ultra 7 255U with 16GB Memory - 512GB SSD - Silver,,,,Samsung,SO LAPTOPS,New
6650840,Samsung - Galaxy Book5 15.6” Laptop - Intel Ultra 5 225U with 16GB Memory - 256GB SSD - Silver,,,,Samsung,SO LAPTOPS,New
6663836,"Acer - TravelMate P4 P416-41 16"" Laptop - AMD Ryzen 5 PRO with 16GB Memory - 512 GB SSD - Slate Blue",,,,Acer,SO LAPTOPS,New
6663943,"HP - 645 G9 14"" Refurbished Laptop - AMD Ryzen 5 Pro 5675U with 16GB RAM - AMD Radeon Graphics - 256GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663944,"HP - 840 G9 14"" Refurbished Laptop - Intel 12th Gen i7-1265U with 32GB RAM - Intel UHD Graphics - 2TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663945,"HP - 645 G10 14"" Refurbished Laptop - AMD Ryzen 5 Pro 7530U with 32GB RAM - AMD Radeon Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663946,"HP - Firefly 14 G7 14"" Refurbished Laptop - Intel 10th Gen i5-10210U with 32GB RAM - Intel UHD Graphics - 512GB SSD - Gray",,,,HP,SO LAPTOPS,Refurbished
6663947,"HP - 645 G9 14"" Refurbished Laptop - AMD Ryzen 7 Pro 5875U with 32GB RAM - AMD Radeon Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663948,"Lenovo - T14S G2 14"" Refurbished Laptop - Intel 11th Gen i7-1185G7 with 16GB RAM - Intel UHD Graphics - 512GB NVMe - Dark Gray",,,,Lenovo,SO LAPTOPS,Refurbished
6663949,"HP - 840 G8 14"" Refurbished Laptop - Intel 11th Gen i7-1165G7 with 16GB RAM - Intel UHD Graphics - 512GB NVMe - Silver",,,,HP,SO LAPTOPS,Refurbished
6663950,"HP - Firefly 14 G9 14"" Refurbished Laptop - Intel 12th Gen i5-1250P with 32GB RAM - Intel UHD Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663952,"HP - 645 G9 14"" Refurbished Laptop - AMD Ryzen 5 Pro 5675U with 32GB RAM - AMD Radeon Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663953,"HP - 630 G11 13.3"" Refurbished Laptop - Intel 12th Gen Ultra 7-165U with 32GB RAM - Intel UHD Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663954,"HP - 850 G8 15.6"" Refurbished Laptop - Intel 11th Gen i7-1185G7 with 32GB RAM - Intel UHD Graphics - 2TB NVMe - Silver",,,,HP,SO LAPTOPS,Refurbished
6663955,"Dell - Latitude 5450 14"" Refurbished Laptop - Intel 12th Gen Ultra 7-165U with 32GB RAM - Intel UHD Graphics - 1TB SSD - Dark Gray",,,,Dell,SO LAPTOPS,Refurbished
6605994,"Apple - Geek Squad Certified Refurbished iMac 24"" All-in-One - M3 chip - 8GB Memory - 256GB - Green",,,,Apple,DESK TOP COMPUTERS,Refurbished
6609195,HP - OmniStudio X 31.5 inch All-in-One Desktop 32-c0010 Intel Core Ultra 7 155H 16GB RAM 2TB SSD Win 11 Home - Meteor Silver,1.0,1.0,False,HP,DESK TOP COMPUTERS,New
6609689,Acer - Veriton 4000 Desktop - Intel Core i5-14400 - 16GB Memory - 512GB SSD - Black,,,,Acer,DESK TOP COMPUTERS,New
6609690,Acer - Chromebox CXI5 - Intel Core i7-1270P - 16GB Memory - 256GB SSD - Gray,,,,Acer,DESK TOP COMPUTERS,New
6609692,Acer - Veriton 4000 Desktop - Intel Core i7-14700 - 16GB Memory - 1TB SSD - Black,5.0,1.0,False,Acer,DESK TOP COMPUTERS,New
6613689,HP - OmniDesk Desktop - AMD Ryzen 7 - 16GB DDR5 Memory - NVIDIA GeForce RTX 3050 - 1TB SSD - Gray Wood,4.5,35.0,True,HP,DESK TOP COMPUTERS,New
6613690,HP - OmniDesk Desktop - Intel Core Ultra 7 - 16GB DDR5 Memory - 1TB SSD - Dark Wood,4.7,385.0,True,HP,DESK TOP COMPUTERS,New
6613692,HP - OmniDesk Slim Desktop - Intel Core i3 - 8GB DDR5 Memory - 256GB SSD - Meteor Silver,4.5,135.0,False,HP,DESK TOP COMPUTERS,New
6613693,HP - OmniDesk Desktop - AMD Ryzen 3 - 8GB DDR5 Memory - 256GB SSD - Gray Wood,4.4,51.0,False,HP,DESK TOP COMPUTERS,New
6613695,HP - OmniDesk Desktop - AMD Ryzen 7 - 16GB DDR5 Memory - 1TB SSD - Gray Wood,4.6,451.0,True,HP,DESK TOP COMPUTERS,New
6613696,HP - OmniDesk Desktop - Intel Core Ultra 5 - 16GB DDR5 Memory - 1TB SSD - Dark Wood,4.7,216.0,True,HP,DESK TOP COMPUTERS,New
6613697,HP - OmniDesk Desktop - AMD Ryzen 5 - 16GB DDR5 Memory - 512GB SSD - Gray Wood,4.7,293.0,True,HP,DESK TOP COMPUTERS,New
6613698,HP - OmniDesk Desktop - Intel Core Ultra 7 - 32GB DDR5 Memory - NVIDIA GeForce RTX 4060 - 1TB SSD - Dark Wood,4.6,114.0,True,HP,DESK TOP COMPUTERS,New
6613705,"ASUS - V440 24"" FHD Touch-Screen All-in-One - Intel Core i5 - 16GB Memory - 512GB SSD - White",4.8,47.0,True,ASUS,DESK TOP COMPUTERS,New
6613706,ASUS - V500 Desktop - Intel Core i5 - 16GB Memory - 1TB SSD - Dark Gray,4.6,147.0,True,ASUS,DESK TOP COMPUTERS,New
6613707,ASUS - V500 Desktop - Intel Core i7 - 16GB Memory - 1TB SSD - Dark Gray,4.4,28.0,False,ASUS,DESK TOP COMPUTERS,New
6613939,"HP - OmniStudio X - Copilot+ PC - 31.5"" 4K UHD All-in-One with Adjustable Height - Intel Core Ultra 7 - 32GB Memory - 1TB SSD - Meteor Silver",4.6,69.0,True,HP,DESK TOP COMPUTERS,New
6613940,"HP - OmniStudio X - Copilot+ PC - 27"" 4K UHD All-in-One with Adjustable Height - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Meteor Silver",4.7,93.0,True,HP,DESK TOP COMPUTERS,New
6615250,"HP - 23.8"" Full HD Touch-Screen All-in-One with Adjustable Height - Intel Core i5 - 8GB Memory - 512GB SSD - Shell White",4.8,128.0,True,HP,DESK TOP COMPUTERS,New
6615251,"HP - 23.8"" Full HD Touch-Screen All-in-One - Intel Core i3 - 8GB Memory - 512GB SSD - Shell White",4.7,131.0,True,HP,DESK TOP COMPUTERS,New
6618308,Refurbished Dell OptiPlex 7070 Micro Desktop – Intel Core i7-9700T – 16GB Memory – 512GB SSD - Black,,,,Dell,DESK TOP COMPUTERS,Refurbished
6618309,Refurbished Dell OptiPlex 3080 Micro Desktop – Intel Core i5-10500T – 16GB Memory – 512GB NVMe SSD – Internal WiFi - Black,4.0,1.0,False,Dell,DESK TOP COMPUTERS,Refurbished
6618310,Refurbished Dell OptiPlex 3070-MICRO Desktop - Intel Core i5 - 16GB Memory - 500GB NVMe - Win11P64- Internal WIFI - Black,5.0,1.0,False,Dell,DESK TOP COMPUTERS,Refurbished
6618312,Refurbished Dell OptiPlex 7070 Micro Desktop – Intel Core i5-9500T – 16GB Memory – 512GB SSD - Black,5.0,5.0,False,Dell,DESK TOP COMPUTERS,Refurbished
6618848,"Lenovo - IdeaCentre AIO 23.8"" Full HD Touchscreen All-In-One - AMD Ryzen 3 7335U - 8GB Memory - 256GB SSD - Luna Grey",5.0,5.0,False,Lenovo,DESK TOP COMPUTERS,New
6618849,"Lenovo - Yoga AIO 27"" All-In-One - Intel Core Ultra 7 Processor 255H - 16GB Memory - 1TB SSD - Luna Grey",4.8,20.0,True,Lenovo,DESK TOP COMPUTERS,New
6618850,"Lenovo - A100 23.8"" Full HD All-In-One - Intel Processor N100 - 8GB Memory - 256GB SSD - Cloud Grey",4.7,114.0,True,Lenovo,DESK TOP COMPUTERS,New
6618852,Lenovo - IdeaCentre Mini Desktop - Intel Core 7 Processor 240H - 16GB Memory - 512GB SSD - Luna Grey,4.7,19.0,True,Lenovo,DESK TOP COMPUTERS,New
6620120,"HP - 27"" Touch-Screen All-in-One with Adjustable Height - AMD Ryzen 7 - 32GB Memory - 1TB SSD - Jet Black",4.9,32.0,True,HP,DESK TOP COMPUTERS,New
6620121,"HP - Copilot+ PC 24"" Full HD Touch-Screen All-in-One with Adjustable Height - AMD Ryzen AI 5 - 16GB DDR5 Memory - 512GB SSD - Jet Black",4.7,151.0,True,HP,DESK TOP COMPUTERS,New
6620122,"HP - 27"" Full HD Touch-Screen All-in-One with Adjustable Height - Intel Core Ultra 7 - 16GB DDR5 Memory - 1TB SSD - Shell White",4.7,142.0,True,HP,DESK TOP COMPUTERS,New
6620125,"HP - 27"" Full HD Touch-Screen All-in-One with Adjustable Height - Intel Core Ultra 5 - 8GB DDR5 Memory - 512GB SSD - Shell White",4.9,17.0,True,HP,DESK TOP COMPUTERS,New
6620126,"HP - Copilot+ PC 27"" Full HD Touch-Screen All-in-One with Adjustable Height - AMD Ryzen AI 7 - 16GB DDR5 Memory - 1TB SSD - Jet Black",4.4,21.0,False,HP,DESK TOP COMPUTERS,New
6622615,Dell - Desktop - Intel Core Ultra 7-265 - 32GB Memory - 2TB SSD - Black,4.7,30.0,True,Dell,DESK TOP COMPUTERS,New
6622616,Dell - Desktop - Intel Core Ultra 7-265 - 16GB Memory - 1TB SSD - Black,4.6,198.0,True,Dell,DESK TOP COMPUTERS,New
6622618,"Dell - 24"" 2K All-in-One - Intel Core 5 120U 2024 - 16GB Memory - 512GB Storage - White",4.7,87.0,True,Dell,DESK TOP COMPUTERS,New
6622619,Dell - Desktop - Intel Core Ultra 5 225 - 16GB Memory - 1TB SDD - Black,4.7,123.0,True,Dell,DESK TOP COMPUTERS,New
6622620,"Dell - 27"" 2K Touchscreen All-in-One - Intel Core 7 150U 2024 - 32GB Memory - NVIDIA GeForce MX570A - 2TB Storage - White",4.8,30.0,True,Dell,DESK TOP COMPUTERS,New
6622702,"Dell - 27"" 2K Touchscreen All-in-One - Intel Core 7 150U 2024 - 16GB Memory - NVIDIA GeForce MX570A - 1TB Storage - White",4.8,195.0,True,Dell,DESK TOP COMPUTERS,New
6628908,Refurbished Dell OptiPlex 7060-MICRO Desktop - Intel Core i7 - 32GB Memory - 1TB SSD - Black,3.7,3.0,False,Dell,DESK TOP COMPUTERS,Refurbished
6628912,"HP - EliteOne 800 G5 23.8"" Refurbished All-In-One - Intel Core i5 - 16GB Memory - 256GB SSD - Black",,,,HP,DESK TOP COMPUTERS,Refurbished
6631094,MSI - Cubi NUC 1MG Mini Desktop - Intel Core 3-100U - 16GB Memory - Intel Graphics - 500GB SSD - Black,5.0,1.0,False,MSI,DESK TOP COMPUTERS,New
6631099,MSI - Cubi NUC AI 1UMG Mini Desktop - Intel Core Ultra 5-125H - 16GB Memory - Intel Arc Graphics - 1TB SSD - Black,,,,MSI,DESK TOP COMPUTERS,New
6631100,MSI - Cubi NUC 1MG Mini Desktop - Intel Core 5-120U - 16GB Memory - Intel Graphics - 500GB SSD - Black,,,,MSI,DESK TOP COMPUTERS,New
6631356,MSI - PRO DP21 Desktop - Intel Core i7-14700 - 16GB Memory - Intel UHD 770 Graphics - 1TB SSD - Black,,,,MSI,DESK TOP COMPUTERS,New
6632034,HP - OmniDesk Desktop AI PC M03-0060 Intel Core Ultra 7 265 32GB RAM 2TB SSD Win 11 Home - Dark Wood,4.8,4.0,False,HP,DESK TOP COMPUTERS,New
6632038,HP - OmniDesk Desktop PC M02-0250 AMD Ryzen 7 8700G 32GB RAM 1TB SSD Win 11 Home - Gray Wood,5.0,1.0,False,HP,DESK TOP COMPUTERS,New
