sku,name,customerReviewAverage,customerReviewCount,customerTopRated,manufacturer,class,condition
6585501,"Acer - Swift 14 AI - Copilot+ PC - 14.5"" 2.5K 120Hz Touch-Screen – Snapdragon X Elite – 16GB Memory – 1TB SSD - Steel Gray",4.6,49.0,True,Acer,BLUE LABEL,New
6586063,"Dell - XPS 13 - Copilot+ PC - 13.4"" 3K OLED Touchscreen Laptop - Snapdragon X Elite X1E-80-100 2024 - 32GB Memory – 1TB Storage - Graphite",4.4,57.0,False,Dell,BLUE LABEL,New
6586570,"HP - 840 G8 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Silver",5.0,1.0,False,HP,SO LAPTOPS,Refurbished
6586571,"HP - 840 G7 14"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6586572,"HP - ZBook Firefly 15 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 1TB SSD - Gray",4.7,3.0,False,HP,SO LAPTOPS,Refurbished
6586574,"HP - 850 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i5 with 16GB Memory - Intel UHD Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6586577,"HP - 840 G9 14"" Refurbished Laptop - Intel 12th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6586579,"HP - 830 G8 13.3"" Refurbished Laptop - Intel 11th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Silver",5.0,4.0,False,HP,SO LAPTOPS,Refurbished
6586580,"HP - 630 G10 13.3"" Refurbished Laptop - Intel 13th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",5.0,2.0,False,HP,SO LAPTOPS,Refurbished
6586612,"HP - 830 G8 13.3"" Refurbished Laptop - Intel 11th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",5.0,1.0,False,HP,SO LAPTOPS,Refurbished
6586755,"Lenovo - ThinkBook 16 G7 16"" Touch-Screen Laptop - AMD Ryzen 7 with 16GB Memory - 512GB SSD - Arctic Grey",4.3,9.0,False,Lenovo,SO LAPTOPS,New
6586756,"Lenovo - ThinkBook 14 G7 14"" Touch-Screen Laptop - AMD Ryzen 7 with 16GB Memory - 512GB SSD - Arctic Gray",5.0,1.0,False,Lenovo,SO LAPTOPS,New
6586760,"Lenovo - ThinkBook 14 G7 14"" Touch-Screen Laptop - AMD Ryzen 5 with 16GB Memory - 512GB SSD - Arctic Gray",3.0,2.0,False,Lenovo,SO LAPTOPS,New
6586761,"Lenovo - ThinkBook 16 G7 16"" Touch-Screen Laptop - AMD Ryzen 5 with 16GB Memory - 512GB SSD - Arctic Gray",5.0,2.0,False,Lenovo,SO LAPTOPS,New
6587182,"Acer - Chromebook 311 - 11.6"" HD Laptop - Intel Celeron N4500 - 4GB Memory - 64GB eMMC - Star Black",4.3,118.0,False,Acer,CHROME,New
6587202,"HP - 15.6"" Full HD Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB SSD - Natural Silver",4.6,830.0,True,HP,BURST,New
6587227,"Apple - MacBook Pro 16-Inch Certified Refurbished ""M2 Pro"" 12 CPU/19 GPU with 16GB Memory - 512GB SSD - Space Gray",4.0,1.0,False,Apple,SO LAPTOPS,Refurbished
6587391,"Lenovo - ThinkPad X1 Carbon G12 14"" Laptop - Core Ultra 5 with 16GB Memory - 512GB SSD - Black",3.0,1.0,False,Lenovo,SO LAPTOPS,New
6587433,"Dell - 5410 14"" Refurbished Laptop - Intel 10th Gen Core i5 with 16GB Memory - Intel UHD Graphics - 256GB SSD - Black",3.0,4.0,False,Dell,SO LAPTOPS,Refurbished
6587435,"HP - 840 G9 14"" Refurbished Laptop - Intel 12th Gen Core i7 with 32GB Memory - Intel Iris Xe Graphics - 1TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6587437,"HP - 14"" 2-in-1 Full HD Touch-Screen Chromebook Plus Laptop with Google AI - Intel Core i3 - 8GB Memory - 256GB UFS - Meteor Silver",4.6,212.0,True,HP,CHROME,New
6587788,"HP - 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD - Natural Silver",4.7,752.0,True,HP,BURST,New
6588386,"HP - ProBook 440 G11 14"" IPS 1920 x 1200 (WUXGA) Laptop - Intel Core Ultra 5 with 16GB Memory - 256 GB SSD - Pike Silver, Silver",,,,HP,SO LAPTOPS,New
6588600,"ASUS - Expertbook CX54 Chromebook Plus 14"" Laptop with Google AI - Intel Core Ultra 5 with 8GB Memory - 128GB SSD - Fog Silver",4.5,2.0,False,ASUS,SO LAPTOPS,New
6588651,"Lenovo - IdeaPad 3i Chromebook 15.6"" Full HD Laptop - Intel Celeron - 4GB Memory with 64GB eMMC Storage - Arctic Grey",4.5,669.0,True,Lenovo,CHROME,New
6588658,"Lenovo - IdeaPad 1 14"" HD Laptop - Intel Celeron N4020 - 4GB Memory with 128GB eMMC Storage - Abyss Blue",4.3,274.0,False,Lenovo,BURST,New
6588661,"Lenovo - IdeaPad 1i 15.6"" Full HD Touchscreen Laptop - Intel Core i5 - 8GB Memory with 512GB SSD Storage - Abyss Blue",4.6,891.0,True,Lenovo,BURST,New
6589587,"HP - ProBook 460 G11 16"" IPS 1920 x 1200 (WUXGA) Laptop - Intel Core Ultra 5 with 16GB Memory - 256 GB SSD - Pike Silver Aluminum, Gray",5.0,1.0,False,HP,SO LAPTOPS,New
6589592,"HP - OmniBook Ultra - Copilot+ PC - 14"" 2.2K Touch-Screen Laptop - AMD Ryzen AI 9 365 - 32GB Memory - 1TB SSD - Meteor Silver",4.5,162.0,True,HP,BLUE LABEL,New
6589598,"HP - OmniBook Ultra - Copilot+ PC - 14"" 2.2K Touch-Screen Laptop - AMD Ryzen AI 9 HX 375 - 32GB Memory - 2TB SSD - Meteor Silver",4.4,62.0,False,HP,BLUE LABEL,New
6589813,"Lenovo - ThinkPad E16 Gen 2 16\"" Touch-Screen Laptop - AMD Ryzen 7 with 16GB Memory - 512GB SSD - Black",4.8,9.0,False,Lenovo,SO LAPTOPS,New
6589814,"Lenovo - ThinkPad E14 Gen 6 14"" Laptop - AMD Ryzen 5 with 8GB Memory - 256GB SSD - Black",5.0,1.0,False,Lenovo,SO LAPTOPS,New
6589815,"Lenovo - ThinkPad E16 Gen 2 16\"" Laptop - AMD Ryzen 7 with 16GB Memory - 512GB SSD - Black",4.3,6.0,False,Lenovo,SO LAPTOPS,New
6589820,"Lenovo - ThinkPad E14 Gen 6 14"" Touch-Screen Laptop - AMD Ryzen 7 with 16GB Memory - 512GB SSD - Black",4.3,4.0,False,Lenovo,SO LAPTOPS,New
6589823,"Lenovo - ThinkPad E14 Gen 6 14"" Laptop - AMD Ryzen 7 with 16GB Memory - 512GB SSD - Black",4.9,9.0,False,Lenovo,SO LAPTOPS,New
6589860,"Apple - Geek Squad Certified Refurbished MacBook Pro / Intel Core i7 Processor / 15.4"" Display / 4GB Memory / 500GB Hard Drive - Aluminum",,,,Apple,APPLE LAPTOP,Refurbished
6593118,"ASUS - Vivobook 16 16"" FHD+ Laptop - Intel Core i5-1235U with 16GB Memory - 512GB SSD - Cool Silver",4.4,34.0,False,ASUS,SO LAPTOPS,New
6593187,"Lenovo - ThinkPad X1 2-in-1 G9 14"" TouchScreen Laptop - Core Ultra 7 with 16GB Memory - 512GB SSD - Gray",4.0,1.0,False,Lenovo,SO LAPTOPS,New
6593189,"Lenovo - ThinkPad X1 Carbon G12 14"" Laptop - Core Ultra 7 with 16GB Memory - 512GB SSD - Black",5.0,1.0,False,Lenovo,SO LAPTOPS,New
6593255,ASUS - Zenbook S 16 16” 3K OLED Touch Laptop - Copilot+ PC - AMD Ryzen AI 9 HX 370 - 32GB Memory - 1TB SSD - Zumaia Gray,2.6,26.0,False,ASUS,SO LAPTOPS,New
6593257,"ASUS - Vivobook S 14"" OLED 3K 120Hz Laptop - Copilot+ PC - AMD Ryzen AI 9 365 with 24GB RAM - 512GB SSD - Neutral Black",4.3,3.0,False,ASUS,SO LAPTOPS,New
6593552,"HP - OmniBook Ultra Flip - Copilot+ PC - 14"" 3K OLED Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Eclipse Gray",4.6,221.0,True,HP,BLUE LABEL,New
6594380,"Lenovo - ThinkPad T14s Gen 5 14"" Touch - Screen Laptop - Ultra 5 with 32GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6594382,"Lenovo - ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - AMD Ryzen 7 PRO with 32GB Memory - 1TB SSD - Black",3.6,8.0,False,Lenovo,SO LAPTOPS,New
6594384,"Lenovo - ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - AMD Ryzen 7 PRO with 32GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6594385,"Lenovo - ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - AMD Ryzen 5 PRO with 32GB Memory - 512GB SSD - Gray",,,,Lenovo,SO LAPTOPS,New
6594388,"Lenovo - ThinkPad T14s Gen 5 14"" Touch - Screen Laptop - Ultra 7 with 16GB Memory - 1TB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6594390,"Lenovo - ThinkPad T16 Gen 3 16"" Touch - Screen Laptop - Ultra 7 with 16GB Memory - 1TB SSD - Black",3.0,1.0,False,Lenovo,SO LAPTOPS,New
6594391,"Lenovo - ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - Ultra 5 with 32GB Memory - 512GB SSD - Black",,,,Lenovo,SO LAPTOPS,New
6594392,"Lenovo - ThinkPad T16 Gen 3 16"" Touch - Screen Laptop - Ultra 5 with 16GB Memory - 512GB SSD - Black",4.3,3.0,False,Lenovo,SO LAPTOPS,New
6594998,Lenovo - Yoga Slim 7i Aura Edition - Copilot+ PC - 15.3” 3K 120Hz Touchscreen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Luna Gray,4.5,163.0,False,Lenovo,BLUE LABEL,New
6595315,"MSI - Prestige 14 H B12U 14"" Laptop - Intel Core i5 with 16GB Memory - 512 GB SSD - Urban Silver, Silver",,,,MSI,SO LAPTOPS,New
6595326,"MSI - Summit E16 AI Evo A1M 2-in-1 16"" Touch Screen Laptop - Intel Core Ultra 7 with 32GB Memory - 1 TB SSD - Ink Black, Black",1.0,1.0,False,MSI,SO LAPTOPS,New
6595331,"MSI - Prestige 16 AI Evo B1MG 16"" Laptop - Intel Core Ultra 7 with 32GB Memory - 1 TB SSD - Stellar Gray, Gray",5.0,1.0,False,MSI,SO LAPTOPS,New
6595522,"ASUS - Zenbook S 14 - 14"" 3K OLED Touch Laptop - Copilot+ PC - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Zumaia Gray",4.6,266.0,True,ASUS,BLUE LABEL,New
6597158,Samsung - Galaxy Chromebook Plus 15.6” with Google AI - AMOLED display – Intel Core 3 – 8GB Memory – 256GB Storage - Neptune Blue,4.6,62.0,True,Samsung,CHROME,New
6597397,"Lenovo - Duet 11 Chromebook 11"" 2K LCD Touchscreen 2-in-1 Laptop - MediaTek Kompanio 838 - 4GB RAM - 128GB - eMMC with keyboard - Luna Gray",4.4,146.0,False,Lenovo,CHROME,New
6598566,"Samsung - Galaxy Book4 Edge - Copilot + PC - 15.6"" LED Laptop - Snapdragon X Plus - 16GB Memory- 512GB Storage - Sapphire Blue",4.5,41.0,True,Samsung,BLUE LABEL,New
6598567,"Samsung - Galaxy Book5 Pro 360 - Copilot+ PC - 16"" AMOLED Touch Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Gray",4.5,70.0,True,Samsung,BLUE LABEL,New
6598704,Dell - XPS 13 - Copilot+ PC - 13.4” 2K Laptop - Intel Core Ultra 7 256V 2024 - 16GB Memory - 512GB Storage - Graphite,4.4,91.0,False,Dell,BLUE LABEL,New
6598740,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Space Gray,4.5,15.0,True,Apple,APPLE LAPTOP,Refurbished
6598743,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 512GB SSD - Space Gray,4.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6598744,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Silver,4.5,15.0,True,Apple,APPLE LAPTOP,Refurbished
6598745,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 512GB SSD - Silver,4.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6598755,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Starlight,4.5,15.0,True,Apple,APPLE LAPTOP,Refurbished
6598756,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 512GB SSD - Starlight,4.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6598757,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Midnight,4.5,15.0,True,Apple,APPLE LAPTOP,Refurbished
6598758,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 8GB Memory - 512GB SSD - Midnight,4.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6598759,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 16GB Memory - 512GB SSD - Space Gray,4.0,12.0,False,Apple,APPLE LAPTOP,Refurbished
6598760,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 16GB Memory - 512GB SSD - Silver,4.0,12.0,False,Apple,APPLE LAPTOP,Refurbished
6598761,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 16GB Memory - 512GB SSD - Starlight,3.7,3.0,False,Apple,APPLE LAPTOP,Refurbished
6598803,Apple - Geek Squad Certified Refurbished MacBook Air 13-inch Laptop - M3 chip - 16GB Memory - 512GB SSD - Midnight,4.0,12.0,False,Apple,APPLE LAPTOP,Refurbished
6598805,Apple - Geek Squad Certified Refurbished MacBook Air 15-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Space Gray,4.8,9.0,False,Apple,APPLE LAPTOP,Refurbished
6598808,Apple - Geek Squad Certified Refurbished MacBook Air 15-inch Laptop - M3 chip - 8GB Memory - 512GB SSD - Space Gray,5.0,3.0,False,Apple,APPLE LAPTOP,Refurbished
6598823,"Acer - Swift 16 AI - 16"" 3K OLED Touch Laptop - Copilot+ PC – Intel Core Ultra 7 Series 2 – 16GB Memory – 1TB SSD - Ice Black",4.5,167.0,True,Acer,BLUE LABEL,New
6598896,Apple - Geek Squad Certified Refurbished MacBook Air 15-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Silver,4.8,9.0,False,Apple,APPLE LAPTOP,Refurbished
6598898,Apple - Geek Squad Certified Refurbished MacBook Air 15-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Starlight,4.8,9.0,False,Apple,APPLE LAPTOP,Refurbished
6598899,Apple - Geek Squad Certified Refurbished MacBook Air 15-inch Laptop - M3 chip - 8GB Memory - 512GB SSD - Starlight,5.0,3.0,False,Apple,APPLE LAPTOP,Refurbished
6598900,Apple - Geek Squad Certified Refurbished MacBook Air 15-inch Laptop - M3 chip - 8GB Memory - 256GB SSD - Midnight,4.8,9.0,False,Apple,APPLE LAPTOP,Refurbished
6663956,"HP - 645 G10 14"" Refurbished Laptop - AMD Ryzen 5 Pro 7530U with 16GB RAM - AMD Radeon Graphics - 256GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663957,"HP - Firefly 14 G8 14"" Refurbished Laptop - Intel 11th Gen i5-1135G7 with 16GB RAM - Intel UHD Graphics - 1TB SSD - Gray",,,,HP,SO LAPTOPS,Refurbished
6663958,"HP - 850 G8 15.6"" Refurbished Laptop - Intel 11th Gen i7-1185G7 with 16GB RAM - Intel UHD Graphics - 512GB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663960,"Lenovo - T14S G2 14"" Refurbished Laptop - Intel 11th Gen i7-1185G7 with 16GB RAM - Intel UHD Graphics - 2TB SSD - Dark Gray",,,,Lenovo,SO LAPTOPS,Refurbished
6663963,"HP - 630 G10 13.3"" Refurbished Laptop - Intel 13th Gen i7-1365U with 32GB RAM - Intel UHD Graphics - 2TB SSD - Silver",,,,HP,SO LAPTOPS,Refurbished
6663964,"Dell - Precision 3561 15.6"" Refurbished Laptop - Intel 11th Gen i5-11500H with 32GB RAM - NVIDIA T600 4GB - 2TB NVMe - Dark Gray",,,,Dell,SO LAPTOPS,Refurbished
6664458,"Acer - Extensa 15 215-24 15.6"" IPS LCD 1920 x 1080 (Full HD) Laptop - AMD Ryzen 3 with 8GB Memory - 256 GB SSD - Iron, Other",,,,Acer,SO LAPTOPS,New
6664459,"Acer - TravelMate P6 14 AI P614-54T 14"" IPS LCD 1920 x 1200 (WUXGA) Touch Screen Laptop - Intel Core Ultra 7 with 32GB Memory - Black",,,,Acer,SO LAPTOPS,New
6664460,"Acer - TravelMate P4 Spin 14 P414RN-54 2-in-1 14"" IPS LCD 1920 x 1200 (WUXGA) Touch Screen Laptop - Intel Core Ultra 5 - Blue",,,,Acer,SO LAPTOPS,New
6664461,"Acer - TravelMate P6 14 AI P614-54 14"" IPS LCD 2880 x 1800 (WQXGA+) Laptop - Intel Core Ultra 7 with 16GB Memory - 1 TB SSD - Black",,,,Acer,SO LAPTOPS,New
6664462,"Acer - TravelMate B3 Spin 12 B312RN-31 2-in-1 12.2"" IPS LCD 1920 x 1200 (WUXGA) Touch Screen Laptop - Intel N-Series - Black",,,,Acer,SO LAPTOPS,New
6664464,"Acer - TravelMate P6 14 AI P614-54 14"" IPS LCD 2880 x 1800 (WQXGA+) Laptop - Intel Core Ultra 7 with 32GB Memory - 1 TB SSD - Black",,,,Acer,SO LAPTOPS,New
6664465,"Acer - TravelMate B3 Spin 12 B312R-31 2-in-1 12.2"" IPS LCD 1920 x 1200 (WUXGA) Touch Screen Laptop - Intel N-Series - Black",,,,Acer,SO LAPTOPS,New
6664466,"Acer - TravelMate P6 14 AI P614-54 14"" IPS LCD 2880 x 1800 (WQXGA+) Laptop - Intel Core Ultra 5 with 16GB Memory - 1 TB SSD - Black",,,,Acer,SO LAPTOPS,New
6664467,"Acer - Extensa 15 215-24 15.6"" IPS LCD 1920 x 1080 (Full HD) Laptop - AMD Ryzen 3 with 8GB Memory - 256 GB SSD - Iron, Other",,,,Acer,SO LAPTOPS,New
6664468,"Acer - Extensa 15 215-24 15.6"" IPS LCD 1920 x 1080 (Full HD) Laptop - AMD Ryzen 5 with 8GB Memory - 256 GB SSD - Iron, Other",,,,Acer,SO LAPTOPS,New
6664469,"Acer - TravelMate B3 11 B311-34 11.6"" IPS LCD 1366 x 768 (HD) Laptop - Intel N-Series with 4GB Memory - 128 GB eMMC - Black",,,,Acer,SO LAPTOPS,New
6664470,"Acer - TravelMate B3 Spin 12 B312RN-31 2-in-1 12.2"" IPS LCD 1920 x 1200 (WUXGA) Touch Screen Laptop - Intel N-Series - Black",,,,Acer,SO LAPTOPS,New
9999195100050000,"HP g6-2228dx Laptop, Security Software, Sleeve, Wireless Mouse & Flash Drive Package",,,,,,New
6567942,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - M3 Max chip - 36GB Memory - 30-core GPU - 1TB SSD - Space Black",5.0,3.0,False,Apple,APPLE LAPTOP,Refurbished
6567944,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - M3 Max chip - 36GB Memory - 30-core GPU - 1TB SSD - Silver",5.0,3.0,False,Apple,APPLE LAPTOP,Refurbished
6567948,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD - Silver",4.1,9.0,False,Apple,APPLE LAPTOP,Refurbished
6567950,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 512GB SSD - Space Gray",4.1,9.0,False,Apple,APPLE LAPTOP,Refurbished
6567952,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 1TB SSD - Silver",5.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6567954,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 chip - 8GB Memory - 10-core GPU - 1TB SSD - Space Gray",5.0,2.0,False,Apple,APPLE LAPTOP,Refurbished
6568095,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop-M3 Max chip - 36GB Memory - 30-core GPU - 1TB SSD (Latest Model) - Space Black",4.8,5.0,False,Apple,APPLE LAPTOP,Refurbished
6568096,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 Max chip - 36GB Memory - 30-core GPU - 1TB SSD - Silver",4.8,5.0,False,Apple,APPLE LAPTOP,Refurbished
6568097,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 Pro chip - 18GB Memory - 18-core GPU - 1TB SSD - Silver",4.3,10.0,False,Apple,APPLE LAPTOP,Refurbished
6568098,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 Pro chip - 18GB Memory - 18-core GPU - 1TB SSD - Space Black",4.3,10.0,False,Apple,APPLE LAPTOP,Refurbished
6568113,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - M3 Pro chip - 18GB Memory - 18-core GPU - 512GB SSD - Space Black",4.4,16.0,False,Apple,APPLE LAPTOP,Refurbished
6568119,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - M3 Pro chip - 18GB Memory - 18-core GPU - 512GB SSD - Silver",4.4,16.0,False,Apple,APPLE LAPTOP,Refurbished
6568120,"Apple - Geek Squad Certified Refurbished MacBook Pro 14"" Laptop - M3 Pro chip - 18GB Memory - 14-core GPU - 512GB SSD - Silver",4.2,39.0,False,Apple,APPLE LAPTOP,Refurbished
6568125,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - M3 Max chip - 48GB Memory - 40-core GPU - 1TB SSD - Silver",1.0,1.0,False,Apple,APPLE LAPTOP,Refurbished
6568131,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Laptop - M3 Max chip - 48GB Memory - 40-core GPU - 1TB SSD - Space Black",1.0,1.0,False,Apple,APPLE LAPTOP,Refurbished
6568135,ASUS - Vivobook 17.3” FHD Laptop - Intel Core i9 with 16GB Memory - 1TB SSD - Silver,4.5,10.0,False,ASUS,SO LAPTOPS,New
6568678,"Apple - Geek Squad Certified Refurbished MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 256GB SSD - Space Gray",4.4,61.0,False,Apple,APPLE LAPTOP,Refurbished
6568679,"Apple - Geek Squad Certified Refurbished MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 256GB SSD - Starlight",4.4,61.0,False,Apple,APPLE LAPTOP,Refurbished
6568680,"Apple - Geek Squad Certified Refurbished MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 512GB SSD - Space Gray",4.8,25.0,True,Apple,APPLE LAPTOP,Refurbished
6568683,"Apple - Geek Squad Certified Refurbished MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 256GB SSD - Silver",4.4,61.0,False,Apple,APPLE LAPTOP,Refurbished
6568685,"Apple - Geek Squad Certified Refurbished MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 512GB SSD - Midnight",4.8,25.0,True,Apple,APPLE LAPTOP,Refurbished
6568686,"Apple - Geek Squad Certified Refurbished MacBook Air 15"" Laptop - M2 chip - 8GB Memory - 256GB SSD - Midnight",4.4,61.0,False,Apple,APPLE LAPTOP,Refurbished
6568903,MSI - Prestige 16” Laptop – Intel Evo Edition – Intel Core Ultra 7 – Intel ARC Graphics with 32GB Memory – 1TB SSD - Stellar Gray,3.9,7.0,False,MSI,BLUE LABEL,New
6568905,MSI - Prestige 16” Laptop – Intel Evo Edition - Intel Core Ultra 9 – NVIDIA GeForce RTX 4060 with 32GB Memory – 1TB SSD - Stellar Gray,4.5,8.0,False,MSI,BLUE LABEL,New
6570144,"ASUS - Chromebook Detachable CM3001 10.5"" Laptop - MediaTek Kompanio 520 - 4GB Memory - 64GB eMMC - Fog Silver",4.5,147.0,False,ASUS,CHROME,New
6570658,"Apple - Geek Squad Certified Refurbished MacBook Pro 16"" Display with Touch Bar - Intel Core i9 - 32GB Memory - 1TB SSD - Space Gray",,,,Apple,APPLE LAPTOP,Refurbished
6570661,"Apple - Geek Squad Certified Refurbished Macbook Air With Retina True Tone Display - 13.3"" - Core i5 - 8 GB RAM - 256 GB SSD - Silver",,,,Apple,APPLE LAPTOP,Refurbished
6571078,"HP - Envy 2-in-1 14"" 2K Touch-Screen Laptop - Intel Core Ultra 5 - 16GB Memory - 512GB SSD - Meteor Silver",4.7,127.0,True,HP,BLUE LABEL,New
6571081,"HP - Envy 2-in-1 16"" 2K Touch-Screen Laptop - Intel Core Ultra 5 - 16GB Memory - 512GB SSD - Glacier Silver",4.7,554.0,True,HP,BLUE LABEL,New
6571085,"HP - Envy 2-in-1 14"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 16GB Memory - 1TB SSD - Meteor Silver",4.7,596.0,True,HP,BLUE LABEL,New
6571364,"Lenovo - Yoga 7i 2-in-1 16"" 2K Touchscreen Laptop - Intel Core Ultra 5 125U with 16GB Memory - 512GB SSD - Storm Grey",4.7,507.0,True,Lenovo,BLUE LABEL,New
6571365,"Lenovo - Yoga Book 9i 2-in-1 13.3"" 2.8K Dual Screen OLED Touchscreen Laptop - Intel Core Ultra 7 155U with 16GB Memory - 1TB SSD - Tidal Teal",4.5,186.0,True,Lenovo,BLUE LABEL,New
6571366,"Lenovo - Yoga 7 2-in-1 14"" 2K Touchscreen Laptop - AMD Ryzen 7 8840HS with 16GB Memory - 1 TB SSD - Artic Grey",4.5,370.0,True,Lenovo,BLUE LABEL,New
6571367,"Lenovo - Yoga Pro 9i 16"" 3.2K Touchscreen Laptop - Intel Core Ultra 9 185H with 32GB Memory - NVIDIA GeForce RTX 4050 - 1TB SSD - Luna Grey",4.6,522.0,True,Lenovo,BLUE LABEL,New
6571369,"Lenovo - Yoga 7i 2-in-1 16"" 2K Touchscreen Laptop - Intel Core Ultra 7 155U with 16GB Memory - 1TB SSD - Storm Grey",4.7,2483.0,True,Lenovo,BLUE LABEL,New
6571371,"Lenovo - Yoga 9i 2-in-1 14"" 2.8K OLED Touchscreen Laptop with Pen - Intel Core Ultra 7 155H with 16GB Memory - 1TB SSD - Cosmic Blue",4.5,262.0,False,Lenovo,BLUE LABEL,New
6571503,"Apple - Geek Squad Certified Refurbished MacBook Pro® - 15.4"" Display - 8GB Memory - 750GB Hard Drive - Silver",,,,Apple,APPLE LAPTOP,Refurbished
6571524,"Apple - Geek Squad Certified Refurbished MacBook® - 12"" Display - Intel Core M - 8GB Memory - 256GB Flash Storage - Silver",,,,Apple,APPLE LAPTOP,Refurbished
6571626,"Apple - Geek Squad Certified Refurbished Macbook - 12"" Display - Intel Core M3 - 8GB Memory - 256GB Flash Storage - Space Gray",5.0,1.0,False,Apple,APPLE LAPTOP,Refurbished
