sku,score,productId,name,source,type,startDate,new,active,lowPriceGuarantee,activeUpdateDate,regularPrice,salePrice,clearance,onSale,planPrice,priceWithPlan,contracts,priceRestriction,priceUpdateDate,digital,preowned,carriers,planFeatures,devices,carrierPlans,technologyCode,carrierModelNumber,earlyTerminationFees,monthlyRecurringCharge,monthlyRecurringChargeGrandTotal,activationCharge,minutePrice,planCategory,planType,familyIndividualCode,validFrom,validUntil,carrierPlan,outletCenter,secondaryMarket,frequentlyPurchasedWith,accessories,relatedProducts,requiredParts,techSupportPlans,crossSell,salesRankShortTerm,salesRankMediumTerm,salesRankLongTerm,bestSellingRank,url,spin360Url,mobileUrl,affiliateUrl,addToCartUrl,affiliateAddToCartUrl,linkShareAffiliateUrl,linkShareAffiliateAddToCartUrl,upc,productTemplate,categoryPath,alternateCategories,lists,customerReviewCount,customerReviewAverage,customerTopRated,format,freeShipping,freeShippingEligible,inStoreAvailability,inStoreAvailabilityText,inStoreAvailabilityUpdateDate,itemUpdateDate,onlineAvailability,onlineAvailabilityText,onlineAvailabilityUpdateDate,releaseDate,shippingCost,shipping,shippingLevelsOfService,specialOrder,shortDescription,class,classId,subclass,subclassId,department,departmentId,protectionPlanTerm,protectionPlanType,protectionPlanLowPrice,protectionPlanHighPrice,buybackPlans,protectionPlans,protectionPlanDetails,productFamilies,productVariations,aspectRatio,screenFormat,lengthInMinutes,mpaaRating,plot,studio,theatricalReleaseDate,description,manufacturer,modelNumber,images,image,largeFrontImage,mediumImage,thumbnailImage,largeImage,alternateViewsImage,angleImage,backViewImage,energyGuideImage,leftViewImage,accessoriesImage,remoteControlImage,rightViewImage,topViewImage,albumTitle,artistName,artistId,originalReleaseDate,parentalAdvisory,mediaCount,monoStereo,studioLive,condition,inStorePickup,friendsAndFamilyPickup,homeDelivery,quantityLimit,fulfilledBy,members,bundledIn,albumLabel,genre,color,depth,dollarSavings,percentSavings,tradeInValue,height,orderable,weight,shippingWeight,width,warrantyLabor,warrantyParts,softwareAge,softwareGrade,platform,numberOfPlayers,softwareNumberOfPlayers,esrbRating,longDescription,includedItemList,marketplace,listingId,sellerId,shippingRestrictions,proposition65WarningMessage,proposition65WarningType,energyStarQualified,frontFacingCamera,mobileOperatingSystem,screenSizeIn,usbPort,ethernetPort,displayType,headphoneJacks,screenRefreshRateHz,collection,mediaCardSlot,mountBracketVesaPattern,driveCapacityGb,builtInDigitalCamera,rearFacingCamera,serviceProvider
6636904,,,"Lenovo - T14 G2 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Black",,HardGood,2025-06-20,False,True,False,2025-09-04T21:55:42,677.99,677.99,False,False,,[],[],,2025-06-25T10:19:29,False,False,[],[],[],[],,,[],,,,,,,,,,,,,[],[],[],[],[],[],,,,,https://api.bestbuy.com/click/-/6636904/pdp,,https://api.bestbuy.com/click/-/6636904/pdp,,https://api.bestbuy.com/click/-/6636904/cart,,,,825633607507,Laptop_Computers,"[{'id': 'cat00000', 'name': 'Best Buy'}, {'id': 'abcat0500000', 'name': 'Computers & Tablets'}, {'id': 'abcat0502000', 'name': 'Laptops'}, {'id': 'pcmcat138500050001', 'name': 'All Laptops'}, {'id': 'pcmcat247400050000', 'name': 'Windows Laptops'}]",[],[],1.0,3.0,False,,True,True,True,,2025-09-04T21:55:42,2025-11-04T02:05:39,True,,2025-09-04T21:55:42,,0.0,"[{'ground': 0.0, 'secondDay': '', 'nextDay': 29.93, 'vendorDelivery': ''}]","[{'serviceLevelId': 5, 'serviceLevelName': 'One Day', 'unitShippingPrice': 29.93}, {'serviceLevelId': 2, 'serviceLevelName': 'Standard', 'unitShippingPrice': 0.0}]",False,,SO LAPTOPS,781.0,SO RFRB LAPTOPS,6950.0,COMPUTERS,6.0,REF,,,,[],[],[],[],[],,,,,,,,,Lenovo,T14 G2,"[{'rel': 'Front_Zoom', 'unitOfMeasure': 'pixels', 'width': '1453', 'height': '1045', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg', 'primary': True}, {'rel': 'Front_Standard', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg', 'primary': False}, {'rel': 'Front_Detail', 'unitOfMeasure': 'pixels', 'width': '210', 'height': '105', 'href': 'https://pisces.bbystatic.com/prescaled/105/210/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg', 'primary': False}, {'rel': 'Front_Large', 'unitOfMeasure': 'pixels', 'width': '220', 'height': '160', 'href': 'https://pisces.bbystatic.com/prescaled/160/220/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg', 'primary': False}, {'rel': 'Front_Medium', 'unitOfMeasure': 'pixels', 'width': '70', 'height': '140', 'href': 'https://pisces.bbystatic.com/prescaled/140/70/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg', 'primary': False}, {'rel': 'Front_Thumbnail', 'unitOfMeasure': 'pixels', 'width': '54', 'height': '108', 'href': 'https://pisces.bbystatic.com/prescaled/108/54/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg', 'primary': False}, {'rel': 'Angle_Zoom', 'unitOfMeasure': 'pixels', 'width': '1502', 'height': '1044', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d981e8d2-4660-4e0e-9753-8a48a15ad199.jpg', 'primary': False}, {'rel': 'Angle_Standard', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/d981e8d2-4660-4e0e-9753-8a48a15ad199.jpg', 'primary': False}, {'rel': 'Alt_View_Zoom_11', 'unitOfMeasure': 'pixels', 'width': '1497', 'height': '149', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5a95267f-4bdd-4b02-b824-b372aab0abe7.jpg', 'primary': False}, {'rel': 'Alt_View_Standard_11', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/5a95267f-4bdd-4b02-b824-b372aab0abe7.jpg', 'primary': False}, {'rel': 'Alt_View_Zoom_12', 'unitOfMeasure': 'pixels', 'width': '1501', 'height': '140', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/73a63464-8913-4f28-9fce-6667bfa6e9f7.jpg', 'primary': False}, {'rel': 'Alt_View_Standard_12', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/73a63464-8913-4f28-9fce-6667bfa6e9f7.jpg', 'primary': False}]",https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg,https://pisces.bbystatic.com/prescaled/140/70/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg,https://pisces.bbystatic.com/prescaled/108/54/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg,https://pisces.bbystatic.com/prescaled/160/220/image2/BestBuy_US/images/products/36f6a126-a6bb-4051-8938-ab21541d9ef3.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5a95267f-4bdd-4b02-b824-b372aab0abe7.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d981e8d2-4660-4e0e-9753-8a48a15ad199.jpg,,,,,,,,"T14 G2 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD",,,,,,,,Refurbished,True,True,False,3.0,,[],[],,,Black,8.94 inches,0.0,0.0,,0.7 inches,Available,3.41 pounds,6.0,12.95 inches,364 days,364 days,,,,,,,"Work and play on the go with this refurbished Lenovo T14 G2 laptop. The powerful 3GHz Intel 11th Gen Core i7 processor and 16GB of RAM easily handle resource-intensive tasks, while the 512GB SSD ensures fast app load times. This refurbished Lenovo T14 G2 laptop features a 14"" HD screen for clear image quality and comes preinstalled with Windows 11 Pro operating system for enhanced productivity.","[{'includedItem': 'Lenovo T14 G2 14"" Refurbished Laptop - Intel 11th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD'}]",,,,,,01,True,True,Windows 11 Pro,14.0,True,,,,,,,,,,,
6636905,,,"HP - EliteBook 840 G7 14"" Refurbished Laptop - Intel 10th Gen Core i5 with 32GB Memory - Intel UHD Graphics - 512GB SSD - Silver",,HardGood,2025-06-20,False,True,False,2025-10-01T21:55:29,574.99,574.99,False,False,,[],[],,2025-06-25T10:19:14,False,False,[],[],[],[],,,[],,,,,,,,,,,,,[],[],[],[],[],[],,,,,https://api.bestbuy.com/click/-/6636905/pdp,,https://api.bestbuy.com/click/-/6636905/pdp,,https://api.bestbuy.com/click/-/6636905/cart,,,,825633606104,Laptop_Computers,"[{'id': 'cat00000', 'name': 'Best Buy'}, {'id': 'abcat0500000', 'name': 'Computers & Tablets'}, {'id': 'abcat0502000', 'name': 'Laptops'}, {'id': 'pcmcat138500050001', 'name': 'All Laptops'}, {'id': 'pcmcat247400050000', 'name': 'Windows Laptops'}]",[],[],,,,,True,True,True,,2025-10-22T14:03:33,2025-11-04T02:07:33,True,,2025-10-22T14:03:33,,0.0,"[{'ground': 0.0, 'secondDay': '', 'nextDay': 29.93, 'vendorDelivery': ''}]","[{'serviceLevelId': 5, 'serviceLevelName': 'One Day', 'unitShippingPrice': 29.93}, {'serviceLevelId': 2, 'serviceLevelName': 'Standard', 'unitShippingPrice': 0.0}]",False,,SO LAPTOPS,781.0,SO RFRB LAPTOPS,6950.0,COMPUTERS,6.0,REF,,,,[],[],[],[],[],,,,,,,,,HP,840 G7,"[{'rel': 'Front_Zoom', 'unitOfMeasure': 'pixels', 'width': '1502', 'height': '965', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg', 'primary': True}, {'rel': 'Front_Standard', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg', 'primary': False}, {'rel': 'Front_Detail', 'unitOfMeasure': 'pixels', 'width': '210', 'height': '105', 'href': 'https://pisces.bbystatic.com/prescaled/105/210/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg', 'primary': False}, {'rel': 'Front_Large', 'unitOfMeasure': 'pixels', 'width': '220', 'height': '160', 'href': 'https://pisces.bbystatic.com/prescaled/160/220/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg', 'primary': False}, {'rel': 'Front_Medium', 'unitOfMeasure': 'pixels', 'width': '70', 'height': '140', 'href': 'https://pisces.bbystatic.com/prescaled/140/70/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg', 'primary': False}, {'rel': 'Front_Thumbnail', 'unitOfMeasure': 'pixels', 'width': '54', 'height': '108', 'href': 'https://pisces.bbystatic.com/prescaled/108/54/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg', 'primary': False}, {'rel': 'Left_Zoom', 'unitOfMeasure': 'pixels', 'width': '1501', 'height': '917', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/db136cc0-3536-4ab3-82a4-22ef0a468ea6.jpg', 'primary': False}, {'rel': 'Left_Standard', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/db136cc0-3536-4ab3-82a4-22ef0a468ea6.jpg', 'primary': False}, {'rel': 'Back_Zoom', 'unitOfMeasure': 'pixels', 'width': '1499', 'height': '1024', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/90a54031-8e37-4eef-a62e-b2bd78d2df21.jpg', 'primary': False}, {'rel': 'Back_Standard', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/90a54031-8e37-4eef-a62e-b2bd78d2df21.jpg', 'primary': False}, {'rel': 'Alt_View_Zoom_11', 'unitOfMeasure': 'pixels', 'width': '1500', 'height': '148', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/dbda870f-7918-403c-a897-e87b85e8455e.jpg', 'primary': False}, {'rel': 'Alt_View_Standard_11', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/dbda870f-7918-403c-a897-e87b85e8455e.jpg', 'primary': False}]",https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg,https://pisces.bbystatic.com/prescaled/140/70/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg,https://pisces.bbystatic.com/prescaled/108/54/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg,https://pisces.bbystatic.com/prescaled/160/220/image2/BestBuy_US/images/products/4b9bd728-9a25-4b2a-a6e7-2f7c5c11536e.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/dbda870f-7918-403c-a897-e87b85e8455e.jpg,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/90a54031-8e37-4eef-a62e-b2bd78d2df21.jpg,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/db136cc0-3536-4ab3-82a4-22ef0a468ea6.jpg,,,,,"EliteBook 840 G7 14"" Refurbished Laptop - Intel 10th Gen Core i5 with 32GB Memory - Intel UHD Graphics - 512GB SSD",,,,,,,,Refurbished,True,True,False,3.0,,[],[],,,Silver,8.45 inches,0.0,0.0,,0.7 inches,Available,2.93 pounds,6.0,12.74 inches,364 days,364 days,,,,,,,"Work and play on the go with this refurbished HP EliteBook 840 G7 laptop. The powerful 1.7GHz Intel Core i5 10th Gen processor and 32GB of RAM easily handle resource-intensive tasks, while the 512GB SSD ensures fast app load times. This HP EliteBook 840 G7 laptop boasts a 14"" Full HD screen for clear image quality and is preinstalled with Windows 11 Pro OS for enhanced productivity.","[{'includedItem': 'HP EliteBook 840 G7 14"" Refurbished Laptop - Intel 10th Gen Core i5 with 32GB Memory - Intel UHD Graphics - 512GB SSD'}]",,,,,,01,True,True,Windows 11 Pro,14.0,True,True,,,,,,,,,,
6636906,,,"HP - EliteBook 850 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 512GB SSD - Silver",,HardGood,2025-06-20,False,True,False,2025-07-07T21:50:27,721.18,721.18,False,False,,[],[],,2025-09-12T00:03:32,False,False,[],[],[],[],,,[],,,,,,,,,,,,,[],[],[],[],[],[],,,,,https://api.bestbuy.com/click/-/6636906/pdp,,https://api.bestbuy.com/click/-/6636906/pdp,,https://api.bestbuy.com/click/-/6636906/cart,,,,825633607026,Laptop_Computers,"[{'id': 'cat00000', 'name': 'Best Buy'}, {'id': 'abcat0500000', 'name': 'Computers & Tablets'}, {'id': 'abcat0502000', 'name': 'Laptops'}, {'id': 'pcmcat138500050001', 'name': 'All Laptops'}, {'id': 'pcmcat247400050000', 'name': 'Windows Laptops'}]",[],[],,,,,True,True,True,,2025-07-07T21:50:27,2025-11-04T02:07:30,True,,2025-07-07T21:50:27,,0.0,"[{'ground': 0.0, 'secondDay': '', 'nextDay': 33.91, 'vendorDelivery': ''}]","[{'serviceLevelId': 5, 'serviceLevelName': 'One Day', 'unitShippingPrice': 33.91}, {'serviceLevelId': 2, 'serviceLevelName': 'Standard', 'unitShippingPrice': 0.0}]",False,,SO LAPTOPS,781.0,SO RFRB LAPTOPS,6950.0,COMPUTERS,6.0,REF,,,,[],[],[],[],[],,,,,,,,,HP,850 G7,"[{'rel': 'Front_Zoom', 'unitOfMeasure': 'pixels', 'width': '1500', 'height': '939', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg', 'primary': True}, {'rel': 'Front_Standard', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg', 'primary': False}, {'rel': 'Front_Detail', 'unitOfMeasure': 'pixels', 'width': '210', 'height': '105', 'href': 'https://pisces.bbystatic.com/prescaled/105/210/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg', 'primary': False}, {'rel': 'Front_Large', 'unitOfMeasure': 'pixels', 'width': '220', 'height': '160', 'href': 'https://pisces.bbystatic.com/prescaled/160/220/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg', 'primary': False}, {'rel': 'Front_Medium', 'unitOfMeasure': 'pixels', 'width': '70', 'height': '140', 'href': 'https://pisces.bbystatic.com/prescaled/140/70/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg', 'primary': False}, {'rel': 'Front_Thumbnail', 'unitOfMeasure': 'pixels', 'width': '54', 'height': '108', 'href': 'https://pisces.bbystatic.com/prescaled/108/54/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg', 'primary': False}, {'rel': 'Back_Zoom', 'unitOfMeasure': 'pixels', 'width': '1501', 'height': '1002', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/2ab4cd54-d51a-40bb-865c-aa7e4cd8b488.jpg', 'primary': False}, {'rel': 'Back_Standard', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/2ab4cd54-d51a-40bb-865c-aa7e4cd8b488.jpg', 'primary': False}, {'rel': 'Alt_View_Zoom_11', 'unitOfMeasure': 'pixels', 'width': '1505', 'height': '450', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/3c427e53-65c5-4aa6-84b9-9a76e78c800c.jpg', 'primary': False}, {'rel': 'Alt_View_Standard_11', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/3c427e53-65c5-4aa6-84b9-9a76e78c800c.jpg', 'primary': False}, {'rel': 'Alt_View_Zoom_12', 'unitOfMeasure': 'pixels', 'width': '1500', 'height': '939', 'href': 'https://pisces.bbystatic.com/image2/BestBuy_US/images/products/ab4bf9b9-f157-4673-8de8-bb7efdc43957.jpg', 'primary': False}, {'rel': 'Alt_View_Standard_12', 'unitOfMeasure': 'pixels', 'width': '500', 'height': '500', 'href': 'https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/ab4bf9b9-f157-4673-8de8-bb7efdc43957.jpg', 'primary': False}]",https://pisces.bbystatic.com/prescaled/500/500/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg,https://pisces.bbystatic.com/prescaled/140/70/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg,https://pisces.bbystatic.com/prescaled/108/54/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg,https://pisces.bbystatic.com/prescaled/160/220/image2/BestBuy_US/images/products/d26c8886-6342-4a3f-8552-584c29e2ca37.jpg,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/3c427e53-65c5-4aa6-84b9-9a76e78c800c.jpg,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/2ab4cd54-d51a-40bb-865c-aa7e4cd8b488.jpg,,,,,,,"EliteBook 850 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 512GB SSD",,,,,,,,Refurbished,True,True,False,3.0,,[],[],,,Silver,9.2 inches,0.0,0.0,,0.76 inches,Available,3.68 pounds,8.0,14.16 inches,364 days,364 days,,,,,,,"Work and play on the go with this refurbished HP EliteBook 850 G7 laptop. The powerful 1.8GHz Intel 10th Gen Core i7 processor and 32GB of RAM easily handle resource-intensive tasks, while the 512GB SSD ensures fast app load times. This refurbished HP EliteBook 850 G7 laptop features a 15.6"" Full HD screen for clear image quality and comes preinstalled with Windows 11 Pro operating system for enhanced productivity.","[{'includedItem': 'HP EliteBook 850 G7 15.6"" Refurbished Laptop - Intel 10th Gen Core i7 with 32GB Memory - Intel UHD Graphics - 512GB SSD'}]",,,,,,01,True,True,Windows 11 Pro,15.6,True,True,,,,,,,,,,
